source,target,length_m,routes
1377604231,7958582323,374.8,38;А
7958582323,1376689645,199.6,А
1376698055,7958582324,359.7,А
7958582324,7902510033,486.2,38;39а;А
7902510033,1377604234,256.8,38;39а;А
1377604234,1377604227,799.5,38;39а;А
1377604227,1377604239,265.0,38;39а;А
1377604239,476918452,563.0,12;38;43;39а;А
476918452,477335826,405.9,12;38;43;39а;А
477335826,3012677950,217.3,39а;А
2793031285,10875296027,287.2,А
1376510976,10870541529,404.3,47
1377322858,10866606097,352.8,47
1377188051,1377188046,345.0,47;49
1377188046,1377188035,501.5,47;49
1377188035,1377188067,223.7,47;49
1377188067,1377188127,194.7,47;49
1377188127,1377188031,356.4,47;49
1377188031,1377188059,371.2,47;49
1377188059,1377188065,416.6,47;49
1377188065,9097447396,323.5,47;49
9097447396,484181196,284.4,47;49
484181196,1377188120,282.9,47;49
1377188120,1377188036,531.8,47;49
1377188036,1377188033,396.3,47;49
1377188033,1377188068,260.0,47;49
1377188068,10866522147,263.7,47;49
1377188041,1377188069,365.8,47;49;47а
1377188069,1377188034,250.7,47;49;47а
1377188034,1377188037,410.4,47;49;47а
1377188037,1377188205,438.8,47;49;47а
1377188205,1377188038,282.1,47;49;47а
1377188038,11099919182,268.6,47;49;47а
11099919182,1377188066,333.2,47;49;47а
1377188066,1377188060,420.3,47;49;47а
1377188060,1377188032,260.4,47;49;47а
1377188032,1377188203,447.8,47;49;47а
1377188203,4738792769,196.7,47;49;47а
4738792769,11691417329,219.4,47;49;47а
11691417329,1377188047,507.5,47;49;47а
1377188047,1377188040,285.5,47;49;47а
3230415893,10866606066,369.5,47
1376637399,1376510977,502.4,47
800886916,12255909527,443.5,2;12;38
472373351,13596692006,308.6,12;38
7958582323,1376689644,216.8,38
1376637399,1376500848,604.7,38
1376500692,10874281006,423.0,38
10874281006,1376500685,495.3,38
1376500847,10870541529,425.9,38
1376689653,7958582324,474.5,38;39а
477335826,801201701,679.0,12;38
12255909526,250722843,486.8,2;12;38
943820342,943820347,602.7,28;31
943820347,943820345,870.6,28;31
943820345,825976719,527.9,28;31
825976719,943820332,513.9,28;31
943820332,11126908381,580.7,28;31
825879399,944176908,490.7,28;31
944176908,825953891,480.3,28;31
825953891,944176922,604.7,28;31
944176922,944176905,829.3,28;31
944176905,944176914,591.4,28;31
287393738,1992955354,675.7,25
826381884,473133164,272.3,25
473133164,1984517983,168.8,25
1642815217,718450763,502.2,25
1984681612,1984518219,546.5,7
1257401460,12464935103,495.3,7
12464935103,4291992598,306.9,7
4291992598,4291989485,298.5,5;7
4291989485,6180449287,404.6,5;7
6180449287,1927810165,268.5,5;7
1927810165,6173481393,289.8,5;7
6173481393,5041552959,219.4,5;7
944700694,943256996,265.5,31
943094279,943098665,890.8,29
943098666,943078854,894.1,29
1085487454,1478068142,377.2,32
1475230086,10981951406,212.9,12;32
10881866057,1507754589,362.1,32
1507754587,2371073747,135.3,32
4291992592,2631470110,429.1,5
13388798128,13388798145,459.0,5
13388798145,13388798143,365.7,5
13388798143,13388798139,393.2,5
13388798139,13388798133,449.0,5
13388798133,12888099756,219.1,5
736521253,736521264,271.6,43
736521264,736521256,268.4,43
736521256,736521269,316.7,43
736521269,316393162,554.5,43
316393162,316393161,312.0,12;43
316393161,736521267,320.1,12;43
736521267,736521262,385.7,12;43
736521262,60672869,410.7,12;43
60672869,252906073,367.5,12;43
252906073,476913289,367.0,12;43
476913289,1377604239,279.1,12;43
477335826,2793218578,287.6,43
2793218578,2853369968,404.8,43
2853369968,2853395261,248.4,43
2853395261,683155027,282.9,43
1984518005,473133164,206.2,43
473133164,1984517985,346.3,43
735092561,735092562,188.9,43
735092562,735092558,347.4,43
735092558,477335830,383.5,43
477335830,13596692006,295.2,43
1377604237,60672864,215.0,12;43
60672864,476913290,367.4,12;43
476913290,476913291,288.1,12;43
476913291,253063603,459.2,12;43
253063603,60672874,352.5,12;43
60672874,736360073,345.7,12;43
736360073,476913292,329.8,12;43
476913292,736365403,562.6,43
736365403,736365406,358.7,43
736365406,736365402,289.0,43
736365402,424982669,302.8,43
1240945404,4886738301,253.5,12
4886738300,695657534,294.6,12
695657538,1475230084,724.6,12
12888099756,13388798136,462.8,5
13388798136,13388798137,194.6,5
13388798137,13388798141,424.3,5
13388798141,13388798144,358.5,5
13388798144,13388798130,533.2,5
2631470112,4291992598,423.6,5
800563874,936862439,314.0,2
3006961598,12193446106,490.4,2
12193446106,3012825593,374.1,2
919757145,12193446107,407.9,2
12193446107,846185163,484.8,2
800563880,800563874,468.6,2
